geography_type,geography_name,occupation,occupation_group,occ_abb,demand_entry,demand_ticker,demand_entry_sl,demand_entry_fe,demand_entry_he,reg_salary,reg_salary_label,lq,lq_label,fe_opportunity_score,he_opportunity_score,fe_opportunity_level,he_opportunity_level 
LEPplus,BLACK COUNTRY,Printing Trades,Skilled Trades Occupations,Printing Trades,113,Low,64,49,0,30700,Medium,1.20403965448713,High,,,,
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,Printing Trades,Skilled Trades Occupations,Printing Trades,40,Low,23,17,0,32900,High,0.79763827639339,Low,,,,
LEPplus,CARDIFF CAPITAL REGION,Printing Trades,Skilled Trades Occupations,Printing Trades,28,Low,12,16,0,32000,High,0.238237922914087,Very Low,,,,
LEPplus,CHESHIRE AND WARRINGTON,Printing Trades,Skilled Trades Occupations,Printing Trades,64,Low,37,27,0,33400,High,0.769229241891708,Low,,,,
LEPplus,COAST TO CAPITAL,Printing Trades,Skilled Trades Occupations,Printing Trades,64,Low,36,28,0,29500,Medium,0.344319337157151,Very Low,,,,
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Printing Trades,Skilled Trades Occupations,Printing Trades,17,Low,10,7,0,30800,Medium,0.361520465765262,Very Low,,,,
LEPplus,COVENTRY AND WARWICKSHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,75,Low,43,32,0,26700,Medium,0.928185591571589,Average,,,,
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE",Printing Trades,Skilled Trades Occupations,Printing Trades,193,Low,106,87,0,25900,Medium,0.992485767233465,Average,65,,Medium,
LEPplus,DORSET,Printing Trades,Skilled Trades Occupations,Printing Trades,52,Low,30,22,0,31500,High,0.772400684694312,Low,,,,
LEPplus,ENTERPRISE M3,Printing Trades,Skilled Trades Occupations,Printing Trades,40,Low,23,17,0,29900,Medium,0.282365498870292,Very Low,,,,
LEPplus,GLASGOW CITY REGION,Printing Trades,Skilled Trades Occupations,Printing Trades,121,Low,54,67,0,28200,Medium,0.740809428068058,Low,72,,High,
LEPplus,GLOUCESTERSHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,52,Low,30,22,0,33800,High,0.883554172207917,Average,,,,
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,Printing Trades,Skilled Trades Occupations,Printing Trades,178,Low,97,81,0,27400,Medium,,Very Low,66,,High,
LEPplus,GREATER LINCOLNSHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,66,Low,29,37,0,30800,Medium,0.712493689910328,Low,,,,
LEPplus,GREATER MANCHESTER,Printing Trades,Skilled Trades Occupations,Printing Trades,194,Low,99,95,0,26900,Medium,0.800496916774205,Low,49,,Medium,
LEPplus,HEART OF THE SOUTH WEST,Printing Trades,Skilled Trades Occupations,Printing Trades,104,Low,59,45,0,32000,High,0.67583826989215,Low,,,,
LEPplus,HERTFORDSHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,212,Low,106,106,0,34700,High,1.82887544858221,Very High,,,,
LEPplus,HUMBER,Printing Trades,Skilled Trades Occupations,Printing Trades,64,Low,37,27,0,32100,High,0.795922925261362,Low,,,,
LEPplus,LANCASHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,190,Low,108,82,0,33200,High,1.47146114540263,High,70,,High,
LEPplus,LEEDS CITY REGION,Printing Trades,Skilled Trades Occupations,Printing Trades,210,Low,105,105,0,29400,Medium,0.772667025314051,Low,58,,Medium,
LEPplus,LEICESTER AND LEICESTERSHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,166,Low,91,75,0,33900,High,1.81825816995848,Very High,71,,High,
LEPplus,LIVERPOOL CITY REGION,Printing Trades,Skilled Trades Occupations,Printing Trades,198,Low,91,107,0,34400,High,1.55088283249375,Very High,73,,High,
LEPplus,LONDON,Printing Trades,Skilled Trades Occupations,Printing Trades,1445,Low,726,719,0,34400,High,1.71883199333792,Very High,74,,High,
LEPplus,NEW ANGLIA,Printing Trades,Skilled Trades Occupations,Printing Trades,384,Medium,194,190,0,31000,Medium,2.69352166244203,Very High,83,,High,
LEPplus,NORTH EAST,Printing Trades,Skilled Trades Occupations,Printing Trades,27,Low,12,15,0,30900,Medium,0.159731654837858,Very Low,,,,
LEPplus,NORTHAMPTONSHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,106,Low,60,46,0,35700,High,1.53989955340943,Very High,,,,
LEPplus,OXFORDSHIRE LEP,Printing Trades,Skilled Trades Occupations,Printing Trades,41,Low,20,21,0,33500,High,,Very Low,,,,
LEPplus,SHEFFIELD CITY REGION,Printing Trades,Skilled Trades Occupations,Printing Trades,195,Low,103,92,0,25300,Medium,1.19848041021862,Average,65,,Medium,
LEPplus,SOLENT,Printing Trades,Skilled Trades Occupations,Printing Trades,45,Low,25,20,0,30500,Medium,0.390721633087429,Very Low,,,,
LEPplus,SOUTH EAST,Printing Trades,Skilled Trades Occupations,Printing Trades,188,Low,104,84,0,29100,Medium,0.511997888385576,Very Low,51,,Medium,
LEPplus,SOUTH EAST MIDLANDS,Printing Trades,Skilled Trades Occupations,Printing Trades,151,Low,85,66,0,29100,Medium,0.879209110654307,Average,69,,High,
LEPplus,STOKE-ON-TRENT AND STAFFORDSHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,113,Low,64,49,0,30000,Medium,1.11142121952658,Average,,,,
LEPplus,SWANSEA BAY CITY REGION,Printing Trades,Skilled Trades Occupations,Printing Trades,58,Low,33,25,0,29000,Medium,1.00839790842709,Average,,,,
LEPplus,SWINDON AND WILTSHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,35,Low,20,15,0,34900,High,0.529309441660161,Very Low,,,,
LEPplus,TEES VALLEY,Printing Trades,Skilled Trades Occupations,Printing Trades,27,Low,12,15,0,29400,Medium,0.482447926585412,Very Low,,,,
LEPplus,THAMES VALLEY BERKSHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,40,Low,23,17,0,39100,High,0.457740697404077,Very Low,,,,
LEPplus,THE MARCHES,Printing Trades,Skilled Trades Occupations,Printing Trades,338,Medium,193,145,0,29500,Medium,5.51831596004415,Very High,90,,Very High,
LEPplus,WEST OF ENGLAND,Printing Trades,Skilled Trades Occupations,Printing Trades,17,Low,10,7,0,30900,Medium,0.156781166106609,Very Low,,,,
LEPplus,WORCESTERSHIRE,Printing Trades,Skilled Trades Occupations,Printing Trades,113,Low,64,49,0,33300,High,2.15374284263315,Very High,,,,
LEPplus,"YORK, NORTH YORKSHIRE AND EAST RIDING",Printing Trades,Skilled Trades Occupations,Printing Trades,34,Low,15,19,0,29000,Medium,0.32112786732601,Very Low,,,,
LEPplus,BELFAST METROPOLITAN AREA,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1434,High,557,876,0,21100,Low,0.83927319318748,Average,65,,Medium,
LEPplus,BLACK COUNTRY,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1025,High,440,584,0,20700,Low,0.514988586933153,Very Low,53,,Medium,
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1199,High,474,724,0,23500,Low,1.1273962091674,Average,91,,Very High,
LEPplus,CARDIFF CAPITAL REGION,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,973,High,384,588,0,22500,Low,0.390370593534898,Very Low,45,,Medium,
LEPplus,CHESHIRE AND WARRINGTON,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2326,High,923,1400,0,23400,Low,1.31824737088017,High,78,,High,
LEPplus,COAST TO CAPITAL,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,3819,High,1514,2300,0,25200,Medium,0.968818648995027,Average,71,,High,
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1931,Very High,778,1150,0,22700,Low,1.93632223395194,Very High,76,,High,
LEPplus,COVENTRY AND WARWICKSHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2942,Very High,1150,1789,0,26700,Medium,1.71683128857574,Very High,84,,High,
LEPplus,CUMBRIA,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2598,Very High,1006,1588,0,22500,Low,2.68135456852609,Very High,89,,High,
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE",Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,3592,High,1454,2135,0,23400,Low,0.870993067843554,Average,67,,High,
LEPplus,DORSET,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1953,Very High,787,1163,0,23200,Low,1.36789556598733,High,79,,High,
LEPplus,EDINBURGH AND THE LOTHIANS,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2395,High,941,1451,0,22800,Low,1.38349337139791,High,97,,Very High,
LEPplus,ENTERPRISE M3,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,3900,High,1550,2345,0,23000,Low,1.29815825281429,High,81,,High,
LEPplus,GLASGOW CITY REGION,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2465,High,973,1490,0,23200,Low,0.711622131480797,Low,81,,High,
LEPplus,GLOUCESTERSHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2336,Very High,906,1427,0,24700,Medium,1.87160444885418,Very High,88,,High,
LEPplus,GREATER BIRMINGHAM AND SOLIHULL,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,3838,High,1504,2330,0,24400,Medium,1.09638665681739,Average,69,,High,
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2868,High,1137,1727,0,24700,Medium,,Very Low,74,,High,
LEPplus,GREATER LINCOLNSHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1211,High,505,705,0,22500,Low,0.616442569581921,Very Low,53,,Medium,
LEPplus,GREATER MANCHESTER,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,3913,High,1629,2280,0,24500,Medium,0.761340921702209,Low,59,,Medium,
LEPplus,HEART OF THE SOUTH WEST,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,4043,Very High,1702,2336,0,22100,Low,1.23886668567292,High,65,,Medium,
LEPplus,HERTFORDSHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2721,High,1114,1603,0,24000,Low,1.1068485558173,Average,79,,High,
LEPplus,HUMBER,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,771,High,317,454,0,23200,Low,0.452123218107813,Very Low,36,,Medium,
LEPplus,LANCASHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,3668,Very High,1488,2176,0,23700,Low,1.33947902375107,High,66,,High,
LEPplus,LEEDS CITY REGION,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,4140,High,1642,2493,0,24800,Medium,0.718265186090485,Low,64,,Medium,
LEPplus,LEICESTER AND LEICESTERSHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1597,High,633,963,0,23800,Low,0.824828707502872,Low,70,,High,
LEPplus,LIVERPOOL CITY REGION,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1922,High,765,1155,0,23500,Low,0.709869592956215,Low,49,,Medium,
LEPplus,LONDON,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,22290,High,8534,13725,0,31100,Medium,1.25022172759426,High,79,,High,
LEPplus,NEW ANGLIA,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,3281,Very High,1377,1900,0,23800,Low,1.08519271776953,Average,67,,High,
LEPplus,NORTH EAST,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2996,High,1240,1753,0,22900,Low,0.835757779712425,Average,58,,Medium,
LEPplus,NORTHAMPTONSHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1089,High,432,655,0,28000,Medium,0.745977621943252,Low,73,,High,
LEPplus,OXFORDSHIRE LEP,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2170,Very High,853,1314,0,24600,Medium,,Very Low,96,,Very High,
LEPplus,SHEFFIELD CITY REGION,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2098,High,858,1238,0,23700,Low,0.6080134747876,Very Low,56,,Medium,
LEPplus,SOLENT,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2229,High,891,1336,0,23600,Low,0.912591468178428,Average,60,,Medium,
LEPplus,SOUTH EAST,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,6030,High,2467,3556,0,24000,Low,0.774353070481472,Low,70,,High,
LEPplus,SOUTH EAST MIDLANDS,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,3226,High,1319,1904,0,25400,Medium,0.885708856905483,Average,74,,High,
LEPplus,STOKE-ON-TRENT AND STAFFORDSHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1561,High,615,945,0,21000,Low,0.723959940745352,Low,63,,Medium,
LEPplus,SWANSEA BAY CITY REGION,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1019,High,458,561,0,22200,Low,0.835390474064146,Average,44,,Medium,
LEPplus,SWINDON AND WILTSHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1596,High,610,984,0,22800,Low,1.1381142881002,Average,79,,High,
LEPplus,TEES VALLEY,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,707,High,293,413,0,22000,Low,0.595686127114711,Very Low,43,,Medium,
LEPplus,THAMES VALLEY BERKSHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2159,High,858,1298,0,24500,Medium,1.16499368178824,Average,91,,Very High,
LEPplus,THE MARCHES,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1082,Very High,408,672,0,23500,Low,0.8329683799997,Low,61,,Medium,
LEPplus,WEST OF ENGLAND,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2270,High,877,1390,0,24600,Medium,0.987147882319949,Average,79,,High,
LEPplus,WORCESTERSHIRE,Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,1156,Very High,434,721,0,24700,Medium,1.03892603555999,Average,80,,High,
LEPplus,"YORK, NORTH YORKSHIRE AND EAST RIDING",Food Preparation and Hospitality Trades,Skilled Trades Occupations,Hospitality Trades,2585,Very High,1017,1565,0,21700,Low,1.15125364309726,Average,,,,
LEPplus,BELFAST METROPOLITAN AREA,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),155,Low,72,75,5,22400,Low,0.881478699969884,Average,,,,
LEPplus,BLACK COUNTRY,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),163,Low,77,77,5,25500,Medium,0.795769459109895,Low,37,,Medium,
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),75,Low,34,39,1,31200,Medium,0.685242947317068,Low,,,,
LEPplus,CARDIFF CAPITAL REGION,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),204,Medium,92,75,25,29000,Medium,0.795280522358232,Low,33,,Medium,
LEPplus,CHESHIRE AND WARRINGTON,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),158,Low,77,71,6,29500,Medium,0.870102094931188,Average,43,,Medium,
LEPplus,COAST TO CAPITAL,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),226,Low,103,115,5,34800,High,0.557092349932711,Very Low,39,,Medium,
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),159,Medium,78,78,1,29800,Medium,1.54923894830451,Very High,58,,Medium,
LEPplus,COVENTRY AND WARWICKSHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),888,Medium,415,231,166,35000,High,5.0352824947445,Very High,75,,High,
LEPplus,CUMBRIA,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),49,Low,24,21,2,29400,Medium,0.491402208321747,Very Low,,,,
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE",Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),167,Low,68,96,2,28800,Medium,0.393478281136321,Very Low,34,,Medium,
LEPplus,DORSET,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),99,Low,48,45,4,25200,Medium,0.673770228269167,Low,,,,
LEPplus,EDINBURGH AND THE LOTHIANS,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),299,Low,133,136,20,41300,High,1.67829645470837,Very High,79,,High,
LEPplus,ENTERPRISE M3,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),219,Low,102,94,16,29100,Medium,0.708325815582635,Low,36,,Medium,
LEPplus,GLASGOW CITY REGION,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),246,Low,103,138,3,30200,Medium,0.69007064546371,Low,61,,Medium,
LEPplus,GLOUCESTERSHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),163,Medium,75,65,17,31400,Medium,1.26897994547875,High,57,,Medium,
LEPplus,GREATER BIRMINGHAM AND SOLIHULL,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),532,Low,231,286,9,30000,Medium,1.47671377908933,High,56,,Medium,
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),230,Low,98,125,4,33700,High,,Very Low,54,,Medium,
LEPplus,GREATER LINCOLNSHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),79,Low,34,42,1,24400,Medium,0.390752256039314,Very Low,,,,
LEPplus,GREATER MANCHESTER,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),495,Low,224,249,13,30500,Medium,0.935837509953039,Average,43,,Medium,
LEPplus,HEART OF THE SOUTH WEST,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),392,Low,196,164,20,24600,Medium,1.16716652723592,Average,47,,Medium,
LEPplus,HERTFORDSHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),345,Low,168,154,13,31100,Medium,1.36365553604755,High,69,,High,
LEPplus,HUMBER,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),273,Medium,144,104,15,25500,Medium,1.55557517244709,Very High,45,,Medium,
LEPplus,LANCASHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),276,Low,132,127,10,30500,Medium,0.979358272061424,Average,49,,Medium,
LEPplus,LEEDS CITY REGION,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),501,Low,237,235,18,33600,High,0.844594260022781,Average,42,,Medium,
LEPplus,LEICESTER AND LEICESTERSHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),190,Low,85,97,5,29000,Medium,0.953538815597933,Average,46,,Medium,
LEPplus,LIVERPOOL CITY REGION,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),241,Low,111,118,7,28600,Medium,0.864904500280767,Average,42,,Medium,
LEPplus,LONDON,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),2165,Low,993,883,196,40000,High,1.17994237556685,Average,44,,Medium,
LEPplus,NEW ANGLIA,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),227,Low,117,95,10,24100,Low,0.729545564626817,Low,39,,Medium,
LEPplus,NORTH EAST,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),409,Low,199,184,16,26200,Medium,1.10863312506431,Average,43,,Medium,
LEPplus,NORTHAMPTONSHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),229,Medium,108,109,8,26000,Medium,1.5242609586285,Very High,68,,High,
LEPplus,OXFORDSHIRE LEP,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),111,Low,48,60,2,26600,Medium,,Very Low,63,,Medium,
LEPplus,SHEFFIELD CITY REGION,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),185,Low,85,91,6,28400,Medium,0.520961192089105,Very Low,30,,Low,
LEPplus,SOLENT,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),192,Low,91,69,23,32000,High,0.763824330997455,Low,25,,Low,
LEPplus,SOUTH EAST,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),558,Low,264,259,21,27400,Medium,0.696276656938643,Low,44,,Medium,
LEPplus,SOUTH EAST MIDLANDS,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),605,Low,295,272,23,28700,Medium,1.61401632485074,Very High,68,,High,
LEPplus,STOKE-ON-TRENT AND STAFFORDSHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),155,Low,67,85,2,25600,Medium,0.698504574773197,Low,44,,Medium,
LEPplus,SWANSEA BAY CITY REGION,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),84,Low,36,49,0,28000,Medium,0.669145473775038,Low,,,,
LEPplus,SWINDON AND WILTSHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),193,Low,92,91,6,30200,Medium,1.33732271540271,High,63,,Medium,
LEPplus,TEES VALLEY,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),38,Low,18,18,1,28500,Medium,0.311105430987921,Very Low,,,,
LEPplus,THAMES VALLEY BERKSHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),118,Low,51,53,9,35300,High,0.618698209079597,Very Low,45,,Medium,
LEPplus,THE MARCHES,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),95,Low,41,52,2,24200,Medium,0.710641857117099,Low,40,,Medium,
LEPplus,WEST OF ENGLAND,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),264,Low,112,141,8,43200,Very High,1.11554273386501,Average,57,,Medium,
LEPplus,WORCESTERSHIRE,Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),149,Medium,65,82,2,24500,Medium,1.30118482013194,High,73,,High,
LEPplus,"YORK, NORTH YORKSHIRE AND EAST RIDING",Other Skilled Trades,Skilled Trades Occupations,Skilled Trades (Other),276,Medium,145,106,15,25400,Medium,1.19438812281285,Average,,,,
LEPplus,BELFAST METROPOLITAN AREA,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1606,High,624,654,253,21400,Low,0.665920847678051,Very Low,67,,High,
LEPplus,BLACK COUNTRY,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,3725,Very High,1585,1310,620,23900,Low,1.32593698908655,High,60,,Medium,
LEPplus,BUCKINGHAMSHIRE THAMES VALLEY,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1278,Very High,489,538,194,20800,Low,0.851355823202043,Average,80,,High,
LEPplus,CARDIFF CAPITAL REGION,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,2348,Very High,966,836,414,24700,Medium,0.667398486284511,Low,45,99,Medium,Very High
LEPplus,CHESHIRE AND WARRINGTON,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,2301,High,909,941,348,22500,Low,0.923903669735113,Average,66,,High,
LEPplus,COAST TO CAPITAL,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,4124,High,1616,1768,568,23000,Low,0.741198203959986,Low,61,99,Medium,Very High
LEPplus,CORNWALL AND THE ISLES OF SCILLY,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1245,High,513,469,200,18900,Low,0.884479109881148,Average,57,,Medium,
LEPplus,COVENTRY AND WARWICKSHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,2629,High,1099,992,405,24200,Medium,1.0869220701184,Average,69,,High,
LEPplus,CUMBRIA,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,432,Medium,175,169,68,20700,Low,0.31587969989083,Very Low,46,68,Medium,High
LEPplus,"DERBY, DERBYSHIRE, NOTTINGHAM AND NOTTINGHAMSHIRE",Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,4331,Very High,1783,1669,668,23600,Low,0.744028247717981,Low,63,,Medium,
LEPplus,DORSET,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,2129,Very High,856,779,379,18900,Low,1.05645068720279,Average,86,,High,
LEPplus,EDINBURGH AND THE LOTHIANS,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1354,Medium,496,642,170,22000,Low,0.554131832571755,Very Low,52,,Medium,
LEPplus,ENTERPRISE M3,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,4601,Very High,1701,1888,793,24600,Medium,1.08502097771133,Average,58,,Medium,
LEPplus,GLASGOW CITY REGION,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1994,High,753,936,238,23200,Low,0.407831293299425,Very Low,65,81,Medium,High
LEPplus,GLOUCESTERSHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,916,High,343,389,144,21100,Low,0.519947595419449,Very Low,57,,Medium,
LEPplus,GREATER BIRMINGHAM AND SOLIHULL,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,6200,Very High,2624,2254,990,24800,Medium,1.2547965922416,High,62,99,Medium,Very High
LEPplus,GREATER CAMBRIDGE & GREATER PETERBOROUGH,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,2836,High,1118,1177,415,22200,Low,,Very Low,63,,Medium,
LEPplus,GREATER LINCOLNSHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1934,Very High,793,733,309,20600,Low,0.697473672072212,Low,55,,Medium,
LEPplus,GREATER MANCHESTER,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,11198,Very High,4690,4039,1866,23600,Low,1.54359249659764,Very High,60,99,Medium,Very High
LEPplus,HEART OF THE SOUTH WEST,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,4117,Very High,1686,1636,600,22000,Low,0.89376752423521,Average,62,,Medium,
LEPplus,HERTFORDSHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,3039,High,1117,1351,452,25700,Medium,0.875816718200095,Average,76,,High,
LEPplus,HUMBER,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,1428,Very High,585,537,232,19600,Low,0.593271532307588,Very Low,43,,Medium,
LEPplus,LANCASHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,3592,Very High,1493,1339,577,21000,Low,0.929321078894736,Average,52,,Medium,
LEPplus,LEEDS CITY REGION,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,6826,High,2873,2448,1125,24100,Low,0.83902254314858,Average,52,99,Medium,Very High
LEPplus,LEICESTER AND LEICESTERSHIRE,Childcare and Related Personal Services,"Caring, Leisure And Other Service Occupations",Childcare,2473,Very High,1024,927,392,24400,Medium,0.90491093864834,Average,61,,Medium,
